iter	Logloss
288	0.04964595496
289	0.04947875056
290	0.0493052392
291	0.0491370928
292	0.04897151822
293	0.0487246904
294	0.04861808876
295	0.04847014323
296	0.0483647666
297	0.0482651397
298	0.04805933772
299	0.04790785082
300	0.04774284985
301	0.04765486713
302	0.04752266384
303	0.04738335231
304	0.04726703774
305	0.04713427318
306	0.04697933942
307	0.04679290744
308	0.04667110741
309	0.04654562003
310	0.04641244828
311	0.04626567004
312	0.04609914303
313	0.04593056514
314	0.04577021005
315	0.04560996144
316	0.04552163775
317	0.04528957528
318	0.04516126576
319	0.0450033931
320	0.04488894885
321	0.04476733854
322	0.04457989069
323	0.04436477157
324	0.04421929576
325	0.04404694656
326	0.04394692256
327	0.04380506024
328	0.04363123504
329	0.04351945227
330	0.04334996681
331	0.04325398814
332	0.0431338096
333	0.04300870429
334	0.04290351343
335	0.04278072885
336	0.04256659689
337	0.04245969974
338	0.04233281721
339	0.04224624183
340	0.04213956247
341	0.04197392866
342	0.04184096546
343	0.04172578734
344	0.04163973555
345	0.04151345597
346	0.04140726023
347	0.04128123571
348	0.0411807455
349	0.04110757675
350	0.04095550121
351	0.04083282164
352	0.04070668554
353	0.04055812195
354	0.04040483739
355	0.04025597246
356	0.0401681199
357	0.03999719893
358	0.03987464939
359	0.03976093558
360	0.03969710037
361	0.03956465428
362	0.03948822818
363	0.03934466378
364	0.03920226407
365	0.03906818095
366	0.03897184634
367	0.03885207902
368	0.03876525996
369	0.0386533202
370	0.03856154671
371	0.03839360303
372	0.03830595069
373	0.0382345984
374	0.03811225094
375	0.0379934327
376	0.0378675106
377	0.03778353376
378	0.03769161034
379	0.03757101603
380	0.03748492165
381	0.03740937213
382	0.037314493
383	0.0372211388
384	0.03708361394
385	0.03698084585
386	0.03686017624
387	0.03679420462
388	0.03663590524
389	0.03653892354
390	0.03644901629
391	0.0363483361
392	0.03622721373
393	0.0361459992
394	0.03607562981
395	0.03595354379
396	0.03587671362
397	0.03569177676
398	0.0356700256
399	0.0355879426
400	0.03551793574
401	0.0354000053
402	0.03527566381
403	0.03521983469
404	0.03505538828
405	0.03498119437
406	0.0348977313
407	0.03480632214
408	0.03472703322
409	0.03463266201
410	0.03458337233
411	0.03454306449
412	0.03448084156
413	0.03442089974
414	0.0343542304
415	0.03425062624
416	0.03421440462
417	0.03412733196
418	0.03402308877
419	0.03391440288
420	0.03384975509
421	0.03377415492
422	0.03366396421
423	0.03360189699
424	0.03353787678
425	0.03347418253
426	0.03338425016
427	0.03332630263
428	0.03318582108
429	0.03313943477
430	0.03307712243
431	0.03301129905
432	0.03290919628
433	0.03274294514
434	0.03262696795
435	0.03257751085
436	0.03246057671
437	0.0323971308
438	0.03234347072
439	0.0322621536
440	0.03217146958
441	0.03206427014
442	0.03193695628
443	0.03187241335
444	0.03182215243
445	0.03175768536
446	0.03168219466
447	0.03160605386
448	0.03149722816
449	0.03143212261
450	0.0313792412
451	0.03132497057
452	0.03126524279
453	0.03120192486
454	0.03108917946
455	0.03096245942
456	0.0309143293
457	0.03081297964
458	0.0307834944
459	0.03065126636
460	0.03055051678
461	0.0304505271
462	0.03037961379
463	0.03028843359
464	0.03017522952
465	0.03008301421
466	0.03003401133
467	0.02995242597
468	0.02987916841
469	0.02980682896
470	0.02973159154
471	0.02966475569
472	0.02961318759
473	0.0295261807
474	0.02946120589
475	0.02937561262
476	0.02929593202
477	0.02924663252
478	0.0291504138
479	0.02909066693
480	0.02902153885
481	0.02898615205
482	0.02885494324
483	0.02879597656
484	0.02873043773
485	0.02866564537
486	0.02858653908
487	0.02853078803
488	0.02848220517
489	0.02840978475
490	0.02831952089
491	0.02823136634
492	0.02816845887
493	0.02811332315
494	0.02804274347
495	0.02796840535
496	0.0279199313
497	0.0278658192
498	0.02783374182
499	0.0277822304
500	0.02774637476
501	0.02768745128
502	0.02763108071
503	0.02754676958
504	0.0274894876
505	0.02741454886
506	0.02735527199
507	0.02728359324
508	0.02723290378
509	0.02719751668
510	0.02712797276
511	0.02706707034
512	0.02698321788
513	0.02691674918
514	0.0268684362
515	0.02678537686
516	0.02670053847
517	0.0266492813
518	0.026599302
519	0.02655777582
520	0.02649460555
521	0.02645139229
522	0.02639638843
523	0.02633607949
524	0.02630840047
525	0.02628230102
526	0.02620671004
527	0.0261522039
528	0.02607616784
529	0.02599113993
530	0.02594374748
531	0.02582202431
532	0.02574625568
533	0.02563965615
534	0.02558888037
535	0.02554360794
536	0.02543549243
537	0.02539934979
538	0.02534803395
539	0.02530857736
540	0.02523738889
541	0.02517646407
542	0.02512309883
543	0.02503857918
544	0.02497601066
545	0.02492876139
546	0.02487453798
547	0.02478538076
548	0.02473792616
549	0.02466797788
550	0.02463941823
551	0.02455304612
552	0.02450121759
553	0.02445131495
554	0.0243527453
555	0.02430525044
556	0.02424655172
557	0.02421365354
558	0.02416640458
559	0.02410704196
560	0.0240815106
561	0.02400203188
562	0.02395369695
563	0.02389013912
564	0.0238436333
565	0.02379230861
566	0.02372967333
567	0.02368434019
568	0.02362175987
569	0.02356338702
570	0.02353726554
571	0.02348722118
572	0.02344769525
573	0.02339030239
574	0.02335897025
575	0.02329896063
576	0.02325334354
577	0.02321569557
578	0.02316124221
579	0.02311902127
580	0.023062646
581	0.02300714735
582	0.02296685085
583	0.02291733113
584	0.02285917322
585	0.02278551525
586	0.02273983125
587	0.02268928845
588	0.02262869942
589	0.02257544338
590	0.02253737574
591	0.02249038117
592	0.02242752374
593	0.02238162609
594	0.02231016255
595	0.02227731274
596	0.0222244611
597	0.02218660154
598	0.02215182714
599	0.02208959192
600	0.02206238345
601	0.02200390925
602	0.02196745722
603	0.02190804248
604	0.02187423134
605	0.02181935545
606	0.02179357823
607	0.02175245503
608	0.02172644088
609	0.02169450451
610	0.02164632157
611	0.02157752709
612	0.02153996619
613	0.02149660928
614	0.0214728754
615	0.02144711549
616	0.02141010548
617	0.02137015681
618	0.02134675788
619	0.02131955494
620	0.02128026096
621	0.0212435563
622	0.02118574734
623	0.02117191462
624	0.02112204383
625	0.02106724212
626	0.02101794296
627	0.02096971386
628	0.02092980494
629	0.0209025801
630	0.02085396825
631	0.020814623
632	0.02073050323
633	0.02069542331
634	0.02064311907
635	0.0206048991
636	0.02057104641
637	0.02051812564
638	0.02048608442
639	0.02043628728
640	0.02037561147
641	0.02034277408
642	0.02027698784
643	0.02022713188
644	0.02018357364
645	0.02014494207
646	0.02012581449
647	0.02009460972
648	0.0200610679
649	0.02002089739
650	0.01999466092
651	0.01997063622
652	0.01994591634
653	0.01991653708
654	0.01986845024
655	0.01983884718
656	0.01979223009
657	0.01976097188
658	0.01970464608
659	0.01967913672
660	0.01964173859
661	0.01960205519
662	0.01955703597
663	0.01951440447
664	0.01949221927
665	0.01946443759
666	0.01941989572
667	0.01937786659
668	0.01934076714
669	0.01929053471
670	0.01925744877
671	0.01922166331
672	0.01919652943
673	0.01916080063
674	0.01912404952
675	0.01906875621
676	0.01902190096
677	0.01898079182
678	0.0189381247
679	0.01890906274
680	0.01886425528
681	0.01884410992
682	0.01879778822
683	0.01875285397
684	0.01872330164
685	0.01868076554
686	0.0186604935
687	0.01861594793
688	0.01857466513
689	0.01854594169
690	0.01853577829
691	0.01849481133
692	0.01845010979
693	0.01840849272
694	0.01836839992
695	0.01834233174
696	0.01829845154
697	0.01825703682
698	0.01821635628
699	0.01818559332
700	0.01815983581
701	0.01813280106
702	0.01810578248
703	0.01807943736
704	0.01805470196
705	0.01802263167
706	0.01798877242
707	0.01796668218
708	0.01792883904
709	0.01789142152
710	0.01785367389
711	0.01782892799
712	0.01779991378
713	0.01776467011
714	0.01772862918
715	0.01769445345
716	0.01765787173
717	0.01764307247
718	0.01761209889
719	0.01757790013
720	0.01754303079
721	0.01750689829
722	0.01747677721
723	0.01743521912
724	0.01740490648
725	0.01737879017
726	0.01733636407
727	0.01729339496
728	0.0172600912
729	0.01722556909
730	0.0171872623
731	0.01715982814
732	0.01712898713
733	0.0170930247
734	0.0170600546
735	0.01701344619
736	0.0169886485
737	0.01695464372
738	0.01692717431
739	0.01690155431
740	0.01686794472
741	0.01684808674
742	0.01680078824
743	0.01676435524
744	0.01673453078
745	0.01669623841
746	0.01665688812
747	0.01662742987
748	0.0166029122
749	0.01657659167
750	0.01655414753
751	0.01653115685
752	0.01649529515
753	0.01646228085
754	0.01643636793
755	0.01640625348
756	0.01637557991
757	0.01635120548
758	0.01631078089
759	0.01628472383
760	0.01625135544
761	0.01623605662
762	0.01620171157
763	0.01617574421
764	0.01615846447
765	0.0161318064
766	0.01610438898
767	0.01607048087
768	0.01602999896
769	0.01601358791
770	0.01598721734
771	0.01595232753
772	0.01590515641
773	0.01587838292
774	0.01585721071
775	0.01582855649
776	0.01579640121
777	0.01576735951
778	0.01574469943
779	0.01571914779
780	0.01567038265
781	0.01565221933
782	0.01561330046
783	0.01558603606
784	0.01555482634
785	0.0155307888
786	0.01551178826
787	0.01548746902
788	0.01545397497
789	0.01542530247
790	0.01540559063
791	0.01537211613
792	0.01533010087
793	0.01529260084
794	0.01526495822
795	0.01523020049
796	0.01520261894
797	0.01517548012
798	0.01514276539
799	0.0151059571
800	0.01507910173
801	0.01505353868
802	0.01503455592
803	0.01500069279
804	0.01497667931
805	0.01495498777
806	0.01492365519
807	0.01490516999
808	0.01487467868
809	0.01483955821
810	0.0148124857
811	0.01479588095
812	0.01476075248
813	0.01474758813
814	0.01472424154
815	0.01470667361
816	0.01468009867
817	0.01464023831
818	0.01462152055
819	0.01458576457
820	0.01455844946
821	0.01451423419
822	0.01447303874
823	0.01445232961
824	0.01442594607
825	0.01438646017
826	0.01436439837
827	0.01433922871
828	0.01430552724
829	0.01426555561
830	0.01424390815
831	0.01421822091
832	0.0141974989
833	0.01416482799
834	0.0141318886
835	0.014112354
836	0.01409524717
837	0.01407155212
838	0.01405345204
839	0.01403021389
840	0.01401119018
841	0.01398455591
842	0.01396154648
843	0.01392715655
844	0.01390746237
845	0.01388037275
846	0.01386150464
847	0.0138324584
848	0.01381643162
849	0.01379958433
850	0.0137845496
851	0.01376498595
852	0.0137415124
853	0.01371830726
854	0.01369816829
855	0.01366997463
856	0.01364794037
857	0.01362472786
858	0.01358355462
859	0.01357135474
860	0.01355175756
861	0.01353649496
862	0.01351100255
863	0.01349071533
864	0.01346759703
865	0.01344464069
866	0.01342279248
867	0.01339127088
868	0.01337291938
869	0.01333987059
870	0.01332507365
871	0.01330091019
872	0.01327885266
873	0.01326176331
874	0.01323597384
875	0.0132135034
876	0.01319447115
877	0.01316726024
878	0.01315254195
879	0.01312830231
880	0.01310781042
881	0.0130859151
882	0.01307188396
883	0.0130474443
884	0.01303344983
885	0.01301202705
886	0.01299201136
887	0.01297053429
888	0.01296005656
889	0.01293364441
890	0.01291494089
891	0.01289069498
892	0.0128767886
893	0.01285222734
894	0.01283184464
895	0.01280058138
896	0.01278186668
897	0.01276484085
898	0.01275404702
899	0.01272890864
900	0.0127092083
901	0.01267946121
902	0.01266847983
903	0.01264240195
904	0.0126189285
905	0.01259766984
906	0.01257837408
907	0.0125664115
908	0.0125410088
909	0.01252327755
910	0.01249884691
911	0.01247416253
912	0.01245735741
913	0.01242765253
914	0.01241209715
915	0.01238773432
916	0.01236232373
917	0.01233806027
918	0.01231999584
919	0.01229010146
920	0.01226852816
921	0.01225254218
922	0.01223455158
923	0.0122191238
924	0.01219619896
925	0.01217831314
926	0.01215820789
927	0.01212536125
928	0.01208987252
929	0.01206431158
930	0.01204351172
931	0.01202601106
932	0.01200065851
933	0.01198427653
934	0.01196286483
935	0.01194596264
936	0.01192991073
937	0.0119020418
938	0.01188652371
939	0.0118752043
940	0.01185481336
941	0.01183612665
942	0.0118137158
943	0.01179131312
944	0.01177553741
945	0.01175935123
946	0.01174074754
947	0.01172403122
948	0.01170812715
949	0.01168068232
950	0.01166251876
951	0.01164464285
952	0.01162736994
953	0.01161392697
954	0.01160475012
955	0.0115846081
956	0.01156718724
957	0.01153732617
958	0.01152210966
959	0.01150058579
960	0.01148788951
961	0.01146847732
962	0.01145241768
963	0.01143701575
964	0.01142083329
965	0.01139503711
966	0.01136665477
967	0.01135115035
968	0.01133909294
969	0.01131829859
970	0.01129160246
971	0.01127666071
972	0.01125033683
973	0.01123114186
974	0.0112144247
975	0.01120145339
976	0.0111865411
977	0.01117471272
978	0.01115845587
979	0.01112506943
980	0.01110681741
981	0.01109477981
982	0.01108145543
983	0.01106441551
984	0.01105503089
985	0.01103627701
986	0.01102174836
987	0.01100544471
988	0.01098256364
989	0.01096095169
990	0.01094958373
991	0.01093312493
992	0.01091191726
993	0.01090203664
994	0.01087675628
995	0.0108557303
996	0.01083998578
997	0.01082089833
998	0.01080626765
999	0.0107857954

0.01070963291
